ID,Name,Platform_id,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales
1680,Enter the Matrix,29,2003,Action,Atari,0.72,0.43,0.01,0.04,1.2
1681,NHL 2002,16,2001,Sports,Electronic Arts,0.59,0.46,0,0.15,1.2
1682,Mario vs. Donkey Kong 2: March of the Minis,4,2006,Puzzle,Nintendo,0.74,0.03,0.36,0.07,1.2
1683,PokéPark Wii: Pikachu's Adventure,25,2009,Adventure,Nintendo,0.55,0.17,0.42,0.06,1.2
1684,One Piece: Pirate Warriors,17,2012,Action,Namco Bandai Games,0.01,0.24,0.86,0.09,1.2
1685,WWE 2K14,17,2013,Sports,Take-Two Interactive,0.49,0.49,0,0.21,1.19
1686,Metal Gear Solid: Portable Ops,19,2006,Action,Konami Digital Entertainment,0.38,0.35,0.38,0.09,1.19
1687,Nuclear Strike,15,1997,Simulation,Electronic Arts,0.66,0.45,0,0.08,1.19
1688,Captain Toad: Treasure Tracker,26,2014,Puzzle,Nintendo,0.56,0.36,0.19,0.09,1.19
1689,WWE SmackDown vs Raw 2008,19,2007,Fighting,THQ,0.45,0.47,0,0.28,1.19
1690,The Simpsons: Road Rage,6,2003,Racing,THQ,0.86,0.32,0,0.02,1.19
1691,Pro Evolution Soccer 2008,25,2008,Sports,Konami Digital Entertainment,0.09,0.84,0.11,0.15,1.19
1692,SpongeBob SquarePants: Revenge of the Flying Dutchman,6,2002,Platform,THQ,0.92,0.23,0,0.04,1.19
1693,Mario & Sonic at the London 2012 Olympic Games,2,2012,Sports,Sega,0.18,0.64,0.27,0.1,1.19
1694,Scarface: The World is Yours,16,2006,Action,Vivendi Games,0.99,0.04,0,0.16,1.19
1695,Kobe Bryant in NBA Courtside,10,1998,Sports,Nintendo,1.02,0.13,0.04,0.01,1.19
1696,Disney's Chip 'n Dale: Rescue Rangers,11,1990,Platform,Capcom,0.68,0.14,0.35,0.02,1.19
1697,The Dukes of Hazzard: Racing for Home,15,1999,Racing,Ubisoft,0.99,0.16,0,0.04,1.19
1698,Hitman 2: Silent Assassin,29,,Action,Eidos Interactive,0.76,0.38,0,0.05,1.19
1699,FIFA 14,30,2013,Sports,Electronic Arts,0.41,0.66,0,0.12,1.19
1700,Spider-Man: The Movie,7,2002,Action,Activision,0.86,0.27,0.01,0.04,1.19
1701,Final Fantasy I & II: Dawn of Souls,6,2004,Role-Playing,Nintendo,0.64,0.24,0.29,0.02,1.19
1702,NBA 2K17,18,2016,Sports,Take-Two Interactive,0.83,0.14,0,0.22,1.19
1703,Pokemon Super Mystery Dungeon,2,2015,Role-Playing,Nintendo,0.46,0.31,0.33,0.08,1.19
1704,Just Dance 4,28,2012,Misc,Ubisoft,0.9,0.2,0,0.08,1.19
1705,Metal Gear Solid VR Missions,15,1999,Adventure,Konami Digital Entertainment,0.66,0.45,0,0.08,1.18
1706,Pole Position,31,1982,Racing,Atari,1.1,0.07,0,0.01,1.18
1707,Resident Evil: Operation Raccoon City,17,2012,Action,Capcom,0.48,0.25,0.36,0.1,1.18
1708,LEGO Indiana Jones: The Original Adventures,19,2008,Action,LucasArts,0.4,0.49,0,0.29,1.18
1709,Pro Yakyuu Family Stadium '88,11,1988,Sports,Namco Bandai Games,0.1,0,1.08,0,1.18
1710,Shenmue,3,1999,Adventure,Sega,0.52,0.24,0.38,0.04,1.18
1711,Mario Tennis,5,2000,Sports,Nintendo,0.5,0.18,0.44,0.06,1.18
1712,Tony Hawk's Pro Skater 2,6,2001,Sports,Activision,0.85,0.31,0,0.02,1.18
1713,WWE '12,17,2011,Fighting,THQ,0.53,0.46,0.02,0.17,1.18
1714,WWE SmackDown vs. Raw 2010,17,2009,Fighting,THQ,0.48,0.49,0.01,0.2,1.18
1715,Plants vs. Zombies,4,2011,Strategy,Mastertronic,0.95,0.15,0,0.08,1.18
1716,Sonic the Hedgehog,17,2006,Platform,Sega,0.41,0.07,0.04,0.66,1.18
1717,Super Ghouls 'n Ghosts,23,1991,Platform,Capcom,0.5,0.14,0.52,0.02,1.18
1718,Spore,13,2008,Strategy,Electronic Arts,0.03,1.06,0,0.09,1.17
1719,Soviet Strike,15,1996,Simulation,Electronic Arts,0.65,0.44,0,0.08,1.17
1720,Your Shape: Fitness Evolved 2012,28,2011,Sports,Ubisoft,0.7,0.37,0,0.1,1.17
1721,Army of Two,17,2008,Shooter,Electronic Arts,0.74,0.26,0.02,0.15,1.17
1722,Gun,16,2005,Shooter,Activision,0.98,0.04,0,0.16,1.17
1723,Ty the Tasmanian Tiger,16,2002,Platform,Electronic Arts,0.57,0.45,0,0.15,1.17
1724,Wario Land: Shake It!,25,2008,Platform,Nintendo,0.6,0.31,0.15,0.11,1.17
1725,Sonic Rush Adventure,4,2007,Platform,Sega,0.54,0.49,0.01,0.12,1.17
1726,Medal of Honor: Warfighter,28,2012,Action,Electronic Arts,0.58,0.47,0.01,0.1,1.17
1727,Mega Man 3,11,1990,Platform,Capcom,0.68,0.1,0.39,0,1.17
1728,Ratchet & Clank (2016),18,2016,Platform,Sony Computer Entertainment,0.32,0.64,0.04,0.18,1.17
1729,Mission: Impossible,10,1997,Action,Ocean,0.74,0.38,0.02,0.03,1.17
1730,Romancing SaGa 2,23,1993,Role-Playing,SquareSoft,0,0,1.17,0,1.17
1731,Cabela's Dangerous Hunts,16,2003,Sports,Zoo Digital Publishing,0.57,0.45,0,0.15,1.17
1732,Cool Boarders 4,15,1998,Sports,989 Studios,0.65,0.44,0,0.08,1.17
1733,Rage Racer,15,1996,Racing,Sony Computer Entertainment,0.16,0.11,0.83,0.08,1.17
1734,Medal of Honor: Rising Sun,29,2003,Shooter,Electronic Arts,0.76,0.36,0,0.05,1.17
1735,Football Manager 2013,13,2012,Sports,Sega,0,0.95,0,0.22,1.17
1736,Destruction Derby 2,15,1996,Racing,Psygnosis,0.65,0.44,0,0.08,1.17
1737,Mirror's Edge,28,2008,Platform,Electronic Arts,0.51,0.51,0.01,0.13,1.17
1738,Destiny: The Taken King,30,2015,Shooter,Activision,0.82,0.23,0,0.11,1.17
1739,Mario vs. Donkey Kong,6,2004,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.17
1740,007: Quantum of Solace,17,2008,Action,Activision,0.43,0.52,0.02,0.2,1.16
1741,EA Sports Active: More Workouts,25,2009,Sports,Electronic Arts,0.78,0.28,0,0.1,1.16
1742,Fallout: New Vegas,13,2010,Role-Playing,Bethesda Softworks,0.58,0.45,0,0.14,1.16
1743,Need for Speed: Most Wanted,20,2012,Racing,Electronic Arts,0.38,0.52,0.01,0.25,1.16
1744,Final Fantasy Tactics: The War of the Lions,19,2007,Role-Playing,Square Enix,0.45,0.25,0.3,0.16,1.16
1745,Midnight Club 3: DUB Edition Remix,16,2006,Racing,Take-Two Interactive,0.97,0.04,0,0.16,1.16
1746,Tom Clancy's Ghost Recon: Jungle Storm,16,2004,Shooter,Ubisoft,0.57,0.44,0,0.15,1.16
1747,SingStar,17,2007,Misc,Sony Computer Entertainment,0.45,0.58,0,0.13,1.16
1748,Bushido Blade,15,1997,Fighting,Sony Computer Entertainment,0.39,0.27,0.43,0.08,1.16
1749,LEGO Star Wars III: The Clone Wars,4,2011,Action,LucasArts,0.66,0.39,0,0.11,1.16
1750,NASCAR Thunder 2002,16,2001,Racing,Electronic Arts,0.57,0.44,0,0.15,1.16
1751,Jet Force Gemini,10,1999,Shooter,Nintendo,0.78,0.28,0.07,0.02,1.16
1752,Mega Man X,23,1993,Platform,Capcom,0.57,0.08,0.5,0.01,1.16
1753,Yu-Gi-Oh! The Sacred Cards (American and Others sales),6,2002,Role-Playing,Konami Digital Entertainment,0.84,0.27,0,0.05,1.16
1754,Sega Rally Championship,21,1995,Racing,Sega,0.21,0.16,0.77,0.02,1.16
1755,Test Drive: Off Road,15,1997,Racing,Eidos Interactive,0.65,0.44,0,0.08,1.16
1756,Medal of Honor Heroes 2,19,2007,Shooter,Electronic Arts,0.5,0.39,0.02,0.25,1.16
1757,Sniper: Ghost Warrior,28,2010,Shooter,City Interactive,0.54,0.51,0,0.12,1.16
1758,Rocksmith,17,2011,Misc,Ubisoft,0.52,0.38,0.09,0.17,1.16
1759,LEGO Star Wars: The Video Game,29,2005,Action,Eidos Interactive,0.83,0.28,0,0.05,1.16
1760,FIFA Soccer 10,19,2009,Sports,Electronic Arts,0.15,0.68,0.01,0.32,1.16
1761,Plants vs. Zombies: Garden Warfare,28,2014,Shooter,Electronic Arts,0.51,0.54,0,0.1,1.16
1762,Worldwide Soccer Manager 2009,13,2008,Simulation,Sega,0,1.14,0,0.01,1.15
1763,Omerta: City of Gangsters,17,2011,Simulation,Konami Digital Entertainment,0.52,0.46,0,0.17,1.15
1764,Gauntlet: Dark Legacy,16,2001,Action,Midway Games,0.56,0.44,0,0.15,1.15
1765,Ninja Gaiden Sigma,17,2007,Action,Eidos Interactive,0.57,0.33,0.09,0.16,1.15
1766,Bad Boys: Miami Takedown,16,2004,Shooter,Empire Interactive,0.56,0.44,0,0.15,1.15
1767,Kaboom!,31,1980,Misc,Activision,1.07,0.07,0,0.01,1.15
1768,Red Dead Redemption: Undead Nightmare,17,2010,Action,Take-Two Interactive,0.44,0.46,0.06,0.18,1.15
1769,Sonic and the Black Knight,25,2009,Platform,Sega,0.69,0.35,0.01,0.11,1.15
1770,Call of Duty 4: Modern Warfare,13,2007,Shooter,Activision,0,1.12,0,0.03,1.15
1771,Qix,5,1990,Puzzle,Nintendo,0.51,0.2,0.41,0.03,1.15
1772,Derby Stallion III,23,1995,Sports,ASCII Entertainment,0,0,1.15,0,1.15
1773,Doraemon,11,1986,Action,Hudson Soft,0,0,1.15,0,1.15
1774,High School Musical 2: Work This Out!,4,2008,Misc,Disney Interactive Studios,0.5,0.52,0,0.13,1.15
1775,Ratchet & Clank: All 4 One,17,2011,Platform,Sony Computer Entertainment,0.75,0.22,0.05,0.12,1.15
1776,Donkey Konga,7,2003,Misc,Nintendo,0.5,0.16,0.46,0.03,1.15
1777,Fight Night Champion,17,2011,Fighting,Electronic Arts,0.45,0.51,0,0.19,1.15
1778,Dragon Quest I & II,23,1993,Role-Playing,Enix Corporation,0,0,1.15,0,1.15
1779,Tak and the Power of Juju,16,2003,Platform,THQ,0.56,0.44,0,0.15,1.15
1780,Asteroids,15,1998,Shooter,Success,0.64,0.43,0,0.07,1.15
1781,Puyo Puyo Sun Ketteiban,15,1997,Puzzle,Compile,0,0,1.07,0.07,1.15
1782,Pokemon Rumble Blast,2,2011,Action,Nintendo,0.47,0.26,0.35,0.07,1.14
1783,Action Bass,15,2000,Action,Take-Two Interactive,0.64,0.43,0,0.07,1.14
1784,Tenchu: Wrath of Heaven,16,2003,Action,Activision,0.44,0.34,0.25,0.11,1.14
1785,Shadow of the Colossus,16,2005,Action,Sony Computer Entertainment,0.78,0.03,0.2,0.13,1.14
1786,Brave Fencer Musashi,15,1998,Role-Playing,SquareSoft,0.25,0.17,0.65,0.07,1.14
1787,Hot Shots Golf: Out of Bounds,17,2007,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14
1788,Dance Dance Revolution Extreme 2,16,2005,Simulation,Konami Digital Entertainment,0.95,0.04,0,0.16,1.14
1789,Mirror's Edge,17,2008,Platform,Electronic Arts,0.31,0.59,0.02,0.22,1.14
1790,Rabbids Go Home,25,2009,Platform,Ubisoft,0.26,0.75,0,0.14,1.14
1791,South Park,10,1998,Shooter,Acclaim Entertainment,0.9,0.23,0,0.02,1.14
1792,Commando,11,1986,Action,Capcom,0.71,0.16,0.25,0.03,1.14
1793,Pilotwings,23,1990,Simulation,Nintendo,0.46,0.17,0.48,0.02,1.14
1794,Resident Evil - Code: Veronica,3,2000,Action,Eidos Interactive,0.41,0.23,0.47,0.03,1.14
1795,Super R.C. Pro-Am,5,1991,Racing,Nintendo,0.58,0.37,0.15,0.04,1.14
1796,The Lord of the Rings: The Return of the King,29,2003,Action,Electronic Arts,0.71,0.38,0,0.05,1.14
1797,LEGO Star Wars: The Video Game,6,2005,Action,Eidos Interactive,0.82,0.3,0,0.02,1.14
1798,Royal Palace of White Sword and The City of Gentiles,16,2005,Role-Playing,Take-Two Interactive,0,0.51,0,0.62,1.14
1799,Guitar Hero 5,28,2009,Misc,Activision,0.65,0.37,0,0.11,1.14
1800,Mobile Suit Gundam: Federation vs. Zeon,16,2001,Simulation,Atari,0.12,0.1,0.88,0.03,1.14
1801,Need for Speed Underground 2,7,2004,Racing,Electronic Arts,0.7,0.39,0.01,0.03,1.14
1802,MechAssault,29,2002,Simulation,Microsoft Game Studios,1.01,0.1,0,0.03,1.13
1803,ModNation Racers,17,2010,Racing,Sony Computer Entertainment,0.5,0.41,0.06,0.16,1.13
1804,LEGO Star Wars III: The Clone Wars,2,2011,Action,LucasArts,0.61,0.43,0,0.09,1.13
1805,Derby Stallion 99,15,1999,Sports,ASCII Entertainment,0,0,1.06,0.07,1.13
1806,Cars,6,2006,Racing,THQ,0.81,0.3,0,0.02,1.13
1807,Fantasy Life,2,2012,Role-Playing,Nintendo,0.33,0.37,0.37,0.06,1.13
1808,Tom Clancy's Rainbow Six 3: Black Arrow,29,2004,Shooter,Ubisoft,0.99,0.12,0,0.02,1.13
1809,WWE 2K15,18,2014,Sports,Take-Two Interactive,0.38,0.56,0,0.19,1.13
1810,Donkey Kong,11,1983,Platform,Nintendo,0.23,0.05,0.84,0.01,1.13
1811,Jampack Winter '98,15,1998,Misc,Sony Computer Entertainment,0.63,0.43,0,0.07,1.13
1812,WWE 2K14,28,2013,Sports,Take-Two Interactive,0.64,0.39,0,0.1,1.13
1813,Alien: Isolation,18,2014,Shooter,Sega,0.34,0.56,0.04,0.19,1.13
1814,Yakuza 3,17,2009,Action,Sega,0.21,0.21,0.62,0.08,1.13
1815,Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),6,2005,Role-Playing,Nintendo,0.81,0.3,0,0.02,1.13
1816,The Beatles: Rock Band,17,2009,Misc,MTV Games,0.67,0.3,0,0.15,1.13
1817,Dragon Age II,28,2011,Action,Electronic Arts,0.72,0.3,0.01,0.09,1.12
1818,Moon Patrol,31,1982,Shooter,Atari,1.05,0.06,0,0.01,1.12
1819,Supercar Street Challenge,16,2001,Racing,Activision,0.55,0.43,0,0.14,1.12
1820,Pilotwings 64,10,1996,Simulation,Nintendo,0.56,0.24,0.3,0.02,1.12
1821,Crackdown 2,28,2010,Shooter,Microsoft Game Studios,0.63,0.37,0.02,0.1,1.12
1822,Final Fantasy XIV: A Realm Reborn,17,2013,Role-Playing,Square Enix,0.36,0.33,0.28,0.15,1.12
1823,Castlevania: Lords of Shadow,17,2010,Action,Konami Digital Entertainment,0.5,0.37,0.1,0.16,1.12
1824,Rocksmith,28,2011,Misc,Ubisoft,0.84,0.2,0.01,0.08,1.12
1825,Disney Infinity 2.0: Marvel Super Heroes,28,2014,Action,Disney Interactive Studios,0.62,0.4,0,0.1,1.12
1826,SOCOM: U.S. Navy SEALs Fireteam Bravo,19,2005,Shooter,Sony Computer Entertainment,1.03,0,0.01,0.08,1.12
1827,Call Of Duty 2: Big Red One,29,2005,Shooter,Activision,0.66,0.4,0,0.05,1.12
1828,Yoshi's Cookie,11,1992,Puzzle,Nintendo,0.41,0.06,0.63,0.02,1.12
1829,Guitar Hero 5,16,2009,Misc,Activision,0.28,0.3,0,0.54,1.12
1830,Worldwide Soccer Manager 2008,13,2007,Sports,Russel,0,1.12,0,0,1.12
1831,Spider-Man 2,29,2004,Action,Activision,0.82,0.26,0,0.04,1.12
1832,Counter-Strike,29,2003,Shooter,Microsoft Game Studios,0.85,0.23,0,0.04,1.11
1833,Mad Max (2015),18,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.58,0.04,0.17,1.11
1834,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",16,2007,Action,Activision,0.63,0.37,0,0.11,1.11
1835,GRID,17,2008,Racing,Codemasters,0.31,0.57,0.03,0.2,1.11
1836,Guitar Hero Encore: Rocks The 80s,16,2007,Misc,RedOctane,0.92,0.04,0,0.15,1.11
1837,Sunset Overdrive,30,2014,Shooter,Microsoft Game Studios,0.62,0.4,0,0.08,1.11
1838,Rock Band,16,,Misc,Electronic Arts,0.71,0.06,0,0.35,1.11
1839,Tom Clancy's Splinter Cell: Chaos Theory,29,2005,Action,Ubisoft,0.68,0.38,0,0.05,1.11
1840,Donkey Kong Jr.,11,1983,Platform,Nintendo,0.33,0.07,0.7,0.01,1.11
1841,Arc the Lad,15,1995,Role-Playing,Sony Computer Entertainment,0,0,1.1,0.01,1.11
1842,NBA Jam Tournament Edition,8,1994,Sports,Acclaim Entertainment,0.95,0.14,0,0.03,1.11
1843,Need for Speed: ProStreet,25,2007,Racing,Electronic Arts,0.54,0.46,0,0.12,1.11
1844,Pikmin 3,26,2013,Strategy,Nintendo,0.45,0.31,0.29,0.06,1.11
1845,Legend of Mana,15,1999,Role-Playing,SquareSoft,0.18,0.13,0.73,0.07,1.11
1846,Lumines: Puzzle Fusion,19,2004,Puzzle,Ubisoft,0.52,0.35,0,0.23,1.11
1847,Toy Story 3: The Video Game,17,2010,Action,Disney Interactive Studios,0.51,0.42,0,0.17,1.11
1848,Guitar Hero 5,17,2009,Misc,Activision,0.53,0.4,0,0.17,1.1
1849,Megamania,31,1981,Shooter,Activision,1.03,0.06,0,0.01,1.1
1850,Medal of Honor: Airborne,28,2007,Shooter,Electronic Arts,0.45,0.53,0.01,0.12,1.1
1851,The Legend of Zelda: Tri Force Heroes,2,2015,Action,Nintendo,0.52,0.33,0.17,0.08,1.1
1852,Jungle Hunt,31,1982,Platform,Atari,1.03,0.06,0,0.01,1.1
1853,Triple Play 98,15,1997,Sports,Electronic Arts,0.61,0.42,0,0.07,1.1
1854,LEGO The Lord of the Rings,17,2012,Action,Warner Bros. Interactive Entertainment,0.36,0.53,0,0.21,1.1
1855,Petz Dogz 2,4,2007,Simulation,Ubisoft,0.47,0.52,0,0.12,1.1
1856,WWE SmackDown vs. Raw 2011,17,2010,Fighting,THQ,0.44,0.46,0.01,0.18,1.1
1857,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,5,1999,Strategy,Konami Digital Entertainment,0,0,1.1,0,1.1
1858,Lode Runner,11,1984,Puzzle,Hudson Soft,0,0,1.1,0,1.1
1859,The Final Fantasy Legend,5,1989,Role-Playing,SquareSoft,0,0,1.1,0,1.1
1860,Famicom Jump: Eiyuu Retsuden,11,1989,Role-Playing,Namco Bandai Games,0,0,1.1,0,1.1
1861,F-Zero X,10,1998,Racing,Nintendo,0.45,0.33,0.29,0.03,1.1
1862,Popeye,11,1983,Platform,Nintendo,0.51,0.12,0.45,0.02,1.1
1863,NERF N-Strike,25,2008,Shooter,Electronic Arts,0.92,0.09,0,0.09,1.1
1864,NBA Live 2001,16,2001,Sports,Electronic Arts,0.52,0.4,0.04,0.13,1.1
1865,SingStar Legends,16,2006,Misc,Sony Computer Entertainment,0.12,0.75,0,0.23,1.1
1866,SingStar Rocks!,16,2006,Misc,Sony Computer Entertainment,0,0.84,0,0.25,1.1
1867,Tales of Symphonia,7,2003,Role-Playing,Nintendo,0.54,0.21,0.31,0.04,1.1
1868,Untold Legends: Brotherhood of the Blade,19,2005,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.1
1869,Star Ocean: The Second Story,15,1998,Role-Playing,Sony Computer Entertainment,0.26,0.1,0.72,0.02,1.1
1870,Lightning Returns: Final Fantasy XIII,17,2013,Role-Playing,Square Enix,0.31,0.22,0.45,0.12,1.1
1871,Star Wars: The Force Unleashed,19,2008,Action,LucasArts,0.43,0.41,0,0.25,1.09
1872,Imagine: Babysitters,4,2008,Simulation,Ubisoft,0.63,0.36,0,0.1,1.09
1873,The Simpsons Game,19,2007,Action,Electronic Arts,0.24,0.55,0,0.31,1.09
1874,Yakuza 2,16,2006,Adventure,Sega,0.05,0.04,0.84,0.16,1.09
1875,Skate 2,28,2009,Sports,Electronic Arts,0.82,0.17,0.01,0.09,1.09
1876,Dragon Ball Z: The Legacy of Goku II,6,2003,Role-Playing,Atari,0.78,0.29,0,0.02,1.09
1877,Virtua Fighter 5,17,2007,Fighting,Sega,0.29,0.52,0.08,0.2,1.09
1878,NFL 2K1,3,2000,Sports,Sega,1.02,0.05,0,0.02,1.09
1879,BeatMania,15,1998,Simulation,Konami Digital Entertainment,0,0,1.07,0.02,1.09
1880,Namco Museum Battle Collection,19,2005,Misc,Sony Computer Entertainment,0.75,0.18,0,0.16,1.09
1881,LEGO Star Wars II: The Original Trilogy,4,2006,Action,LucasArts,0.96,0.04,0,0.08,1.09
1882,Madden NFL 2004,29,2003,Sports,Electronic Arts,1.02,0.02,0,0.05,1.09
1883,Empire: Total War,13,2009,Strategy,Sega,0.01,0.97,0,0.11,1.09
1884,The Godfather,16,2006,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09
1885,Tiger Woods PGA Tour 10,25,2009,Sports,Electronic Arts,0.61,0.37,0,0.11,1.09
1886,Star Wars: Bounty Hunter,16,2002,Shooter,LucasArts,0.53,0.42,0,0.14,1.09
1887,Densha De Go!,15,1997,Simulation,Taito,0,0,1.02,0.07,1.09
1888,Dante's Inferno,17,2010,Action,Electronic Arts,0.64,0.28,0.04,0.13,1.09
1889,Sonic & Sega All-Stars Racing,4,2010,Racing,Sega,0.44,0.54,0,0.11,1.09
1890,Skylanders Giants,17,2012,Action,Activision,0.35,0.52,0,0.22,1.09
1891,Endless Ocean,25,2007,Adventure,Nintendo,0.44,0.47,0.09,0.09,1.09
1892,NFL Blitz 2000,15,1998,Sports,Midway Games,0.6,0.41,0,0.07,1.09
1893,Sonic Free Riders,28,2010,Racing,Sega,0.74,0.26,0,0.09,1.09
1894,NASCAR Thunder 2004,16,2003,Racing,Electronic Arts,0.53,0.41,0,0.14,1.08
1895,Prince of Persia,17,2008,Action,Ubisoft,0.47,0.41,0.03,0.18,1.08
1896,SpongeBob SquarePants: Revenge of the Flying Dutchman,16,2002,Platform,THQ,0.53,0.41,0,0.14,1.08
1897,Grand Theft Auto V,13,2015,Action,Take-Two Interactive,0.36,0.64,0,0.08,1.08
1898,The Biggest Loser,25,2009,Sports,THQ,0.87,0.12,0,0.09,1.08
1899,Fisherman's Bass Club,16,2002,Sports,Agetec,0.53,0.41,0,0.14,1.08
1900,MySims Agents,4,2009,Adventure,Electronic Arts,0.55,0.43,0,0.11,1.08
1901,Resident Evil: The Darkside Chronicles,25,2009,Action,Capcom,0.48,0.32,0.2,0.09,1.08
1902,NCAA Football 13,28,2012,Action,Electronic Arts,1.02,0,0,0.06,1.08
1903,Grand Theft Auto: Chinatown Wars,19,2009,Action,Take-Two Interactive,0.28,0.5,0.03,0.28,1.08
1904,FIFA Soccer 11,25,2010,Sports,Electronic Arts,0.26,0.69,0,0.12,1.08
1905,The Orange Box,17,2007,Shooter,Electronic Arts,0.28,0.59,0,0.22,1.08
1906,Joust,31,1982,Platform,Atari,1.01,0.06,0,0.01,1.08
1907,Tomb Raider: Underworld,28,2008,Action,Eidos Interactive,0.53,0.43,0.01,0.11,1.08
1908,Tom Clancy's Ghost Recon 2,16,2004,Shooter,Ubisoft,0.64,0.34,0,0.1,1.08
1909,DiRT 3,17,2011,Racing,Codemasters,0.27,0.59,0.01,0.21,1.08
1910,LEGO City Undercover,26,2013,Platform,Nintendo,0.47,0.4,0.13,0.08,1.08
1911,Spore Creatures,4,2008,Simulation,Electronic Arts,0.67,0.3,0,0.11,1.08
1912,Ready 2 Rumble Boxing,15,1998,Sports,Midway Games,0.6,0.41,0,0.07,1.08
1913,Dragon Ball Z: Taiketsu,6,2003,Fighting,Atari,0.77,0.29,0,0.02,1.08
1914,Disney's Lilo & Stitch,6,2002,Platform,Ubisoft,0.77,0.29,0,0.02,1.08
1915,Star Fox: Assault,7,2005,Shooter,Nintendo,0.68,0.18,0.19,0.03,1.08
1916,Naruto: Ultimate Ninja Storm,17,2008,Fighting,Namco Bandai Games,0.49,0.35,0.09,0.16,1.08
1917,Marvel vs. Capcom 3: Fate of Two Worlds,28,2011,Fighting,Capcom,0.79,0.18,0.03,0.07,1.08
1918,NCAA Football 14,28,2013,Sports,Electronic Arts,1.01,0,0,0.06,1.07
1919,Doko Demo Issyo,15,1999,Misc,Sony Computer Entertainment,0,0,1,0.07,1.07
1920,Call of Duty 3,16,2006,Shooter,Activision,0.89,0.03,0,0.15,1.07
1921,Imagine: Fashion Designer New York,4,2008,Simulation,Ubisoft,0.65,0.32,0,0.1,1.07
1922,Red Dead Redemption: Undead Nightmare,28,2010,Action,Take-Two Interactive,0.57,0.39,0.02,0.09,1.07
1923,Bully: Scholarship Edition,28,2008,Action,Take-Two Interactive,0.53,0.4,0.03,0.11,1.07
1924,Virtua Fighter,21,1994,Fighting,Sega,0.17,0.12,0.77,0.02,1.07
1925,Championship Manager 99/00,13,1999,Sports,Eidos Interactive,0,0.98,0,0.09,1.07
1926,WWE SmackDown vs. Raw 2010,16,2009,Fighting,THQ,0.53,0.01,0,0.54,1.07
1927,Pro Evolution Soccer 2008,28,2007,Sports,Konami Digital Entertainment,0.08,0.9,0.04,0.05,1.07
1928,Super Princess Peach,4,2005,Platform,Nintendo,0.72,0.06,0.21,0.07,1.07
1929,NHL 99,15,1997,Sports,Electronic Arts,0.59,0.4,0,0.07,1.07
1930,SoulCalibur III,16,2005,Fighting,Namco Bandai Games,0.74,0.15,0.13,0.05,1.07
1931,Skylanders SWAP Force,17,2013,Platform,Activision,0.43,0.44,0,0.2,1.07
1932,F1 2012,17,2012,Racing,Codemasters,0.12,0.64,0.05,0.25,1.07
1933,World Tour Soccer,19,2005,Sports,Sony Computer Entertainment,0.1,0.63,0,0.34,1.07
1934,Disney Universe,25,2011,Action,Disney Interactive Studios,0.67,0.3,0,0.1,1.07
1935,Ridge Racer Revolution,15,1995,Racing,Sony Computer Entertainment,0.17,0.12,0.71,0.07,1.07
1936,LEGO Pirates of the Caribbean: The Video Game,28,2011,Action,Disney Interactive Studios,0.54,0.42,0,0.1,1.07
1937,Hot Wheels Turbo Racing,15,1999,Racing,Electronic Arts,0.59,0.4,0,0.07,1.07
1938,NCAA Football 99,15,1998,Sports,Electronic Arts,0.59,0.4,0,0.07,1.06
1939,Mortal Kombat: Armageddon,16,2006,Fighting,Midway Games,0.88,0.04,0,0.14,1.06
1940,Aliens vs Predator,28,2010,Shooter,Sega,0.55,0.4,0,0.11,1.06
1941,Freekstyle,16,2002,Racing,Electronic Arts,0.52,0.41,0,0.14,1.06
1942,Junior Brain Trainer,4,2008,Misc,GSP,0.23,0.74,0,0.1,1.06
1943,Darksiders,28,2010,Action,THQ,0.67,0.29,0.01,0.1,1.06
1944,DiRT,17,2007,Racing,Codemasters,0.16,0.67,0,0.23,1.06
1945,Call of Duty 4: Modern Warfare,4,2007,Shooter,Activision,0.96,0.02,0.01,0.08,1.06
1946,Simple 1500 Series Vol. 1: The Mahjong,15,1998,Misc,D3Publisher,0,0,0.99,0.07,1.06
1947,Sega Superstars Tennis,25,2008,Sports,Sega,0.28,0.65,0,0.13,1.06
1948,NBA Street V3,16,2005,Sports,Electronic Arts,0.52,0.41,0,0.14,1.06
1949,Sleeping Dogs,17,2012,Action,Square Enix,0.31,0.5,0.05,0.19,1.06
1950,Mercenaries 2: World in Flames,28,2008,Shooter,Electronic Arts,0.65,0.3,0.01,0.1,1.06
1951,Worms Armageddon,15,1999,Strategy,Microprose,0.18,0.81,0,0.08,1.06
1952,Hulk,16,2003,Action,Universal Interactive,0.52,0.41,0,0.14,1.06
1953,LEGO Indiana Jones: The Original Adventures,17,2008,Action,Activision,0.44,0.44,0,0.18,1.06
1954,NFL Blitz,10,1998,Sports,Midway Games,1.02,0.04,0,0.01,1.06
